foram ordenadas 78444 palavras
ocorrencias de RESPECTS: 2
ocorrencias de RESPITE: 4
ocorrencias de REST: 33
ocorrencias de RESTED: 6
ocorrencias de RESTING: 2
ocorrencias de RESTLESS: 4
ocorrencias de RESTLESSNESS: 1
ocorrencias de RESTORATION: 1
ocorrencias de RESTORATIVE: 1
ocorrencias de RESTORE: 9
ocorrencias de RESTORED: 16
ocorrencias de RESTRAIN: 2
ocorrencias de RESTRAINED: 4
ocorrencias de RESTRICTIONS: 2
ocorrencias de RESTS: 3
ocorrencias de RESULT: 5
ocorrencias de RESULTS: 2
ocorrencias de RESUME: 1
ocorrencias de RESUMED: 2
ocorrencias de RETAIN: 1
ocorrencias de RETAINS: 1
ocorrencias de RETARD: 1
ocorrencias de RETARDED: 1
ocorrencias de RETIRE: 3
ocorrencias de RETIRED: 17
ocorrencias de RETIREMENT: 1
ocorrencias de RETREAT: 8
ocorrencias de RETREATED: 2
ocorrencias de RETREATS: 1
ocorrencias de RETRIBUTION: 1
ocorrencias de RETROD: 1
ocorrencias de RETROSPECT: 1
ocorrencias de RETURN: 52
ocorrencias de RETURNED: 31
ocorrencias de RETURNING: 10
ocorrencias de RETURNS: 3
ocorrencias de REUSS: 1
ocorrencias de REVEAL: 2
ocorrencias de REVEALED: 1
ocorrencias de REVEL: 1
ocorrencias de REVENGE: 24
ocorrencias de REVENUE: 1
ocorrencias de REVERBERATED: 1
ocorrencias de REVERENCE: 4
ocorrencias de REVERENTIAL: 1
ocorrencias de REVERIE: 2
ocorrencias de REVERIES: 3
ocorrencias de REVERSE: 2
ocorrencias de REVERSES: 1
ocorrencias de REVERTED: 1
ocorrencias de REVISIT: 2
ocorrencias de REVIVE: 4
ocorrencias de REVIVED: 3
ocorrencias de REVOKE: 1
ocorrencias de REVOLT: 1
ocorrencias de REVOLUTION: 2
ocorrencias de REVOLUTIONS: 1
ocorrencias de REVOLVED: 5
ocorrencias de REWARD: 5
ocorrencias de REWARDED: 2
ocorrencias de RHINE: 7
ocorrencias de RHONE: 2
ocorrencias de RIBBONS: 1
ocorrencias de RICH: 3
ocorrencias de RICHES: 1
ocorrencias de RIDGES: 1
ocorrencias de RIDICULE: 1
ocorrencias de RIDING: 1
ocorrencias de RIFTS: 2
ocorrencias de RIGHT: 15
ocorrencias de RING: 1
ocorrencias de RIOT: 1
ocorrencias de RIPEN: 1
ocorrencias de RIPPLING: 1
ocorrencias de RISE: 10
ocorrencias de RISEN: 3
ocorrencias de RISING: 8
ocorrencias de RIVAL: 1
ocorrencias de RIVER: 12
ocorrencias de RIVERS: 5
ocorrencias de ROAD: 6
ocorrencias de ROADS: 2
ocorrencias de ROAMING: 1
ocorrencias de ROARED: 3
ocorrencias de ROARINGS: 2
ocorrencias de ROASTED: 1
ocorrencias de ROB: 3
ocorrencias de ROBBED: 1
ocorrencias de ROBERT: 1
ocorrencias de ROCK: 10
ocorrencias de ROCKS: 3
ocorrencias de ROCKY: 2
ocorrencias de ROLL: 1
ocorrencias de ROLLED: 2
ocorrencias de ROMAN: 1
ocorrencias de ROMANCE: 1
ocorrencias de ROMANS: 1
ocorrencias de ROMANTIC: 4
ocorrencias de ROME: 1
ocorrencias de ROMULUS: 1
ocorrencias de RONCESVALLES: 1
ocorrencias de ROOF: 1
ocorrencias de ROOM: 32
ocorrencias de ROOMS: 1
ocorrencias de ROOTED: 1
ocorrencias de ROOTS: 4
ocorrencias de ROSE: 16
ocorrencias de ROSES: 1
ocorrencias de ROSY: 1
ocorrencias de ROTTERDAM: 2
ocorrencias de ROUGH: 2
ocorrencias de ROUGHER: 1
ocorrencias de ROUGHLY: 1
ocorrencias de ROUND: 12
ocorrencias de ROUSE: 2
ocorrencias de ROUSED: 7
ocorrencias de ROUSES: 1
ocorrencias de ROUTE: 2
ocorrencias de ROUTINE: 2
ocorrencias de ROW: 1
ocorrencias de ROWING: 2
ocorrencias de ROYALTIES: 2
ocorrencias de ROYALTY: 3
ocorrencias de RUBBED: 1
ocorrencias de RUBBING: 1
ocorrencias de RUDDER: 2
ocorrencias de RUDE: 6
ocorrencias de RUFFLED: 1
ocorrencias de RUGGED: 4
ocorrencias de RUGGEDNESS: 1
ocorrencias de RUIN: 9
ocorrencias de RUINED: 4
ocorrencias de RUINS: 3
ocorrencias de RULE: 3
ocorrencias de RULED: 2
ocorrencias de RULES: 2
ocorrencias de RUMBLING: 1
ocorrencias de RUN: 2
ocorrencias de RUNNING: 3
ocorrencias de RUSH: 2
ocorrencias de RUSHED: 10
ocorrencias de RUSHING: 2
ocorrencias de RUSSIA: 2
ocorrencias de RUSSIAN: 1
ocorrencias de RUSTIC: 4
ocorrencias de RUSTLING: 1
ocorrencias de S: 98
ocorrencias de SACRED: 1
ocorrencias de SACRIFICE: 5
ocorrencias de SACRIFICED: 2
ocorrencias de SACRILEGE: 3
ocorrencias de SAD: 10
ocorrencias de SADDEST: 1
ocorrencias de SADNESS: 4
ocorrencias de SAFE: 7
ocorrencias de SAFETY: 10
ocorrencias de SAFIE: 25
ocorrencias de SAGACITY: 2
ocorrencias de SAID: 102
ocorrencias de SAIL: 5
ocorrencias de SAILED: 4
ocorrencias de SAILING: 1
ocorrencias de SAILORS: 10
ocorrencias de SAILS: 2
ocorrencias de SAINTLY: 2
ocorrencias de SAKE: 8
ocorrencias de SAKES: 1
ocorrencias de SAL: 4
ocorrencias de SALLIES: 1
ocorrencias de SALT: 1
ocorrencias de SALUBRIOUS: 1
ocorrencias de SALUTATIONS: 1
ocorrencias de SALUTED: 2
ocorrencias de SALVATION: 1
ocorrencias de SAME: 64
ocorrencias de SANDS: 1
ocorrencias de SANDY: 1
ocorrencias de SANG: 3
ocorrencias de SANGUINARY: 2
ocorrencias de SANK: 19
ocorrencias de SANSKRIT: 1
ocorrencias de SAR: 1
ocorrencias de SAT: 25
ocorrencias de SATAN: 2
ocorrencias de SATIATE: 1
ocorrencias de SATIATED: 3
ocorrencias de SATISFACTION: 1
ocorrencias de SATISFIED: 12
ocorrencias de SATISFY: 7
ocorrencias de SATISFYING: 1
ocorrencias de SAVAGE: 3
ocorrencias de SAVE: 7
ocorrencias de SAVED: 7
ocorrencias de SAVILLE: 4
ocorrencias de SAVIOUR: 1
ocorrencias de SAVOURY: 1
ocorrencias de SAVOY: 1
ocorrencias de SAW: 94
ocorrencias de SAY: 23
ocorrencias de SAYING: 4
ocorrencias de SAYS: 1
ocorrencias de SCAFFOLD: 3
ocorrencias de SCALE: 1
ocorrencias de SCALING: 1
ocorrencias de SCANTY: 1
ocorrencias de SCARCE: 1
ocorrencias de SCARCELY: 13
ocorrencias de SCARED: 2
ocorrencias de SCARING: 1
ocorrencias de SCARLET: 1
ocorrencias de SCATTERED: 5
ocorrencias de SCENE: 44
ocorrencias de SCENERY: 4
ocorrencias de SCENES: 16
ocorrencias de SCENT: 2
ocorrencias de SCENTS: 2
ocorrencias de SCHEMES: 1
ocorrencias de SCHIAVI: 1
ocorrencias de SCHOOL: 2
ocorrencias de SCHOOLBOYS: 1
ocorrencias de SCHOOLFELLOW: 1
ocorrencias de SCHOOLMASTER: 1
ocorrencias de SCHOOLS: 2
ocorrencias de SCIENCE: 28
ocorrencias de SCIENCES: 1
ocorrencias de SCIENTIFIC: 3
ocorrencias de SCION: 1
ocorrencias de SCOFFING: 2
ocorrencias de SCOPE: 4
ocorrencias de SCORN: 3
ocorrencias de SCOTCH: 2
ocorrencias de SCOTLAND: 5
ocorrencias de SCOURGE: 1
ocorrencias de SCRAGGY: 1
ocorrencias de SCREAM: 4
ocorrencias de SCREAMED: 1
ocorrencias de SEA: 34
ocorrencias de SEAFARING: 1
ocorrencias de SEAL: 1
ocorrencias de SEALED: 1
ocorrencias de SEAMEN: 1
ocorrencias de SEARCH: 8
ocorrencias de SEARCHING: 1
ocorrencias de SEAS: 6
ocorrencias de SEASHORE: 1
ocorrencias de SEASON: 9
ocorrencias de SEASONS: 3
ocorrencias de SEAT: 5
ocorrencias de SEATED: 4
ocorrencias de SEATING: 1
ocorrencias de SECHERON: 1
ocorrencias de SECLUDED: 3
ocorrencias de SECLUSION: 1
ocorrencias de SECOND: 6
ocorrencias de SECONDARY: 2
ocorrencias de SECRET: 13
ocorrencias de SECRETLY: 1
ocorrencias de SECRETS: 5
ocorrencias de SECTION: 7
ocorrencias de SECTIONS: 1
ocorrencias de SECURE: 8
ocorrencias de SECURED: 2
ocorrencias de SECURELY: 1
ocorrencias de SECURING: 1
ocorrencias de SECURITY: 1
ocorrencias de SEDULOUS: 1
ocorrencias de SEE: 53
ocorrencias de SEEING: 8
ocorrencias de SEEK: 26
ocorrencias de SEEKING: 2
ocorrencias de SEEM: 4
ocorrencias de SEEMED: 36
ocorrencias de SEEMING: 2
ocorrencias de SEEMINGLY: 4
ocorrencias de SEEMS: 4
ocorrencias de SEEN: 20
ocorrencias de SEIZE: 5
ocorrencias de SEIZED: 16
ocorrencias de SEIZING: 1
ocorrencias de SEIZURE: 1
ocorrencias de SELDOM: 6
ocorrencias de SELECT: 1
ocorrencias de SELECTED: 3
ocorrencias de SELF: 16
ocorrencias de SELFISH: 4
ocorrencias de SELFISHNESS: 4
ocorrencias de SELL: 1
ocorrencias de SEMBLANCE: 1
ocorrencias de SEND: 3
ocorrencias de SENDING: 2
ocorrencias de SENSATION: 12
ocorrencias de SENSATIONS: 32
ocorrencias de SENSE: 12
ocorrencias de SENSELESS: 4
ocorrencias de SENSES: 8
ocorrencias de SENSIBILITIES: 1
ocorrencias de SENSIBILITY: 3
ocorrencias de SENSIBLY: 3
ocorrencias de SENSITIVE: 3
ocorrencias de SENSITIVENESS: 2
ocorrencias de SENT: 6
ocorrencias de SENTENCE: 7
ocorrencias de SENTENCES: 1
ocorrencias de SENTIMENT: 4
ocorrencias de SENTIMENTS: 4
ocorrencias de SEPARATED: 3
ocorrencias de SEPARATION: 1
ocorrencias de SEPTEMBER: 6
ocorrencias de SEPULCHRE: 1
ocorrencias de SERENE: 7
ocorrencias de SERENITY: 1
ocorrencias de SERIES: 5
ocorrencias de SERIOUS: 3
ocorrencias de SERIOUSNESS: 1
ocorrencias de SERPENT: 1
ocorrencias de SERVANT: 8
ocorrencias de SERVANTS: 5
ocorrencias de SERVE: 1
ocorrencias de SERVES: 1
ocorrencias de SERVICE: 4
ocorrencias de SERVICEABLE: 1
ocorrencias de SERVICES: 3
ocorrencias de SERVING: 1
ocorrencias de SERVOX: 2
ocorrencias de SET: 21
ocorrencias de SETTING: 5
ocorrencias de SETTLED: 2
ocorrencias de SEVEN: 2
ocorrencias de SEVENTEEN: 1
ocorrencias de SEVERAL: 52
ocorrencias de SEVERE: 5
ocorrencias de SEVERITY: 3
ocorrencias de SEX: 1
ocorrencias de SEXES: 1
ocorrencias de SHADE: 4
ocorrencias de SHADED: 2
ocorrencias de SHADES: 3
ocorrencias de SHADOW: 8
ocorrencias de SHADOWS: 1
ocorrencias de SHAKE: 4
ocorrencias de SHAKEN: 2
ocorrencias de SHAKESPEARE: 1
ocorrencias de SHALL: 107
ocorrencias de SHAME: 1
ocorrencias de SHAMEFULLY: 1
ocorrencias de SHAPE: 7
ocorrencias de SHAPES: 3
ocorrencias de SHARE: 5
ocorrencias de SHARED: 3
ocorrencias de SHARING: 1
ocorrencias de SHATTERED: 5
ocorrencias de SHE: 255
ocorrencias de SHED: 8
ocorrencias de SHEET: 1
ocorrencias de SHEETS: 1
ocorrencias de SHELLEY: 4
ocorrencias de SHELLS: 1
ocorrencias de SHELTER: 4
ocorrencias de SHELTERED: 2
ocorrencias de SHEPHERD: 2
ocorrencias de SHIFTING: 1
ocorrencias de SHINE: 3
ocorrencias de SHINING: 2
ocorrencias de SHIP: 8
ocorrencias de SHIPPING: 1
ocorrencias de SHIVER: 1
ocorrencias de SHIVERING: 1
ocorrencias de SHOCK: 4
ocorrencias de SHOCKING: 1
ocorrencias de SHOCKS: 1
ocorrencias de SHONE: 10
ocorrencias de SHOOK: 1
ocorrencias de SHOOTING: 1
ocorrencias de SHORE: 16
ocorrencias de SHORES: 5
ocorrencias de SHORT: 17
ocorrencias de SHORTENED: 1
ocorrencias de SHORTLY: 1
ocorrencias de SHOT: 1
ocorrencias de SHOULD: 155
ocorrencias de SHOULDER: 2
ocorrencias de SHOULDERS: 1
ocorrencias de SHOUT: 2
ocorrencias de SHOW: 3
ocorrencias de SHOWED: 7
ocorrencias de SHOWER: 1
ocorrencias de SHOWERS: 1
ocorrencias de SHOWN: 4
ocorrencias de SHRANK: 1
ocorrencias de SHRIEKED: 3
ocorrencias de SHRIEKS: 1
ocorrencias de SHRILL: 2
ocorrencias de SHRINE: 1
ocorrencias de SHRINK: 2
ocorrencias de SHRIVELLED: 1
ocorrencias de SHROUD: 1
ocorrencias de SHUDDER: 4
ocorrencias de SHUDDERED: 5
ocorrencias de SHUDDERING: 3
ocorrencias de SHUNNED: 3
ocorrencias de SHUT: 12
ocorrencias de SHUTTERS: 2
ocorrencias de SHUTTING: 2
ocorrencias de SICK: 3
ocorrencias de SICKBED: 2
ocorrencias de SICKEN: 1
ocorrencias de SICKENED: 5
ocorrencias de SICKENING: 4
ocorrencias de SICKNESS: 5
ocorrencias de SIDE: 8
ocorrencias de SIDES: 10
ocorrencias de SIGH: 1
ocorrencias de SIGHED: 1
ocorrencias de SIGHT: 25
ocorrencias de SIGHTS: 6
ocorrencias de SIGN: 2
ocorrencias de SIGNAL: 2
ocorrencias de SIGNIFICATION: 2
ocorrencias de SIGNS: 6
ocorrencias de SILENCE: 14
ocorrencias de SILENT: 15
ocorrencias de SILKEN: 1
ocorrencias de SILVER: 3
ocorrencias de SIMILAR: 1
ocorrencias de SIMILARITY: 1
ocorrencias de SIMPLE: 7
ocorrencias de SIMPLER: 2
ocorrencias de SIMPLEST: 2
ocorrencias de SIMPLY: 1
ocorrencias de SINCE: 27
ocorrencias de SINCERE: 2
ocorrencias de SINCERELY: 8
ocorrencias de SINCEREST: 1
ocorrencias de SINCERITY: 1
ocorrencias de SINGLE: 8
ocorrencias de SINGULAR: 3
ocorrencias de SINGULARLY: 2
ocorrencias de SINISTER: 1
ocorrencias de SINK: 7
ocorrencias de SINKING: 2
ocorrencias de SINKS: 2
ocorrencias de SINNED: 1
ocorrencias de SINS: 2
ocorrencias de SIR: 7
ocorrencias de SIROC: 1
ocorrencias de SISTER: 28
ocorrencias de SIT: 2
ocorrencias de SITE: 4
ocorrencias de SITTING: 1
ocorrencias de SITUATED: 5
ocorrencias de SITUATION: 10
ocorrencias de SITUATIONS: 3
ocorrencias de SIX: 4
ocorrencias de SIXTEEN: 1
ocorrencias de SIXTH: 1
ocorrencias de SKELETON: 1
ocorrencias de SKIES: 2
ocorrencias de SKIFF: 2
ocorrencias de SKILL: 1
ocorrencias de SKIMS: 1
ocorrencias de SKIN: 2
ocorrencias de SKIRTED: 1
ocorrencias de SKIRTING: 1
ocorrencias de SKY: 14
ocorrencias de SLACKENED: 1
ocorrencias de SLAKED: 1
ocorrencias de SLAUGHTER: 2
ocorrencias de SLAVE: 6
ocorrencias de SLAVERY: 4
ocorrencias de SLEDGE: 13
ocorrencias de SLEDGES: 1
ocorrencias de SLEEP: 21
ocorrencias de SLEEPER: 1
ocorrencias de SLEEPING: 3
ocorrencias de SLEEPLESS: 2
ocorrencias de SLEEPS: 1
ocorrencias de SLENDERLY: 1
ocorrencias de SLEPT: 8
ocorrencias de SLIGHT: 9
ocorrencias de SLIGHTEST: 3
ocorrencias de SLIPPED: 1
ocorrencias de SLOPING: 2
ocorrencias de SLOTHFUL: 1
ocorrencias de SLOUGH: 1
ocorrencias de SLOW: 7
ocorrencias de SLOWLY: 3
ocorrencias de SLUMBERS: 1
ocorrencias de SLY: 1
ocorrencias de SMALL: 18
ocorrencias de SMELT: 1
ocorrencias de SMILE: 9
ocorrencias de SMILED: 4
ocorrencias de SMILES: 15
ocorrencias de SMILING: 3
ocorrencias de SMITTEN: 1
ocorrencias de SMOKE: 1
ocorrencias de SMOOTH: 1
ocorrencias de SMOOTHED: 1
ocorrencias de SMOTHERED: 1
ocorrencias de SNAKE: 1
ocorrencias de SNATCHED: 4
ocorrencias de SNATCHES: 1
ocorrencias de SNOW: 16
ocorrencias de SNOWS: 3
ocorrencias de SNOWY: 7
ocorrencias de SO: 211
ocorrencias de SOAR: 1
ocorrencias de SOARING: 2
ocorrencias de SOBBED: 2
ocorrencias de SOBS: 1
ocorrencias de SOCIAL: 1
ocorrencias de SOCIETY: 15
ocorrencias de SOCKETS: 2
ocorrencias de SOD: 1
ocorrencias de SOFT: 6
ocorrencias de SOFTEN: 1
ocorrencias de SOFTENED: 3
ocorrencias de SOFTLY: 1
ocorrencias de SOFTNESS: 1
ocorrencias de SOIL: 1
ocorrencias de SOLDIER: 1
ocorrencias de SOLE: 3
ocorrencias de SOLELY: 2
ocorrencias de SOLEMN: 8
ocorrencias de SOLEMNISATION: 2
ocorrencias de SOLEMNISING: 1
ocorrencias de SOLEMNITY: 4
ocorrencias de SOLICIT: 2
ocorrencias de SOLICITATION: 1
ocorrencias de SOLICITED: 2
ocorrencias de SOLICITUDE: 1
ocorrencias de SOLID: 1
ocorrencias de SOLITARY: 10
ocorrencias de SOLITUDE: 15
ocorrencias de SOLITUDES: 1
ocorrencias de SOLON: 1
ocorrencias de SOLVE: 2
ocorrencias de SOMBRE: 1
ocorrencias de SOME: 148
ocorrencias de SOMEONE: 5
ocorrencias de SOMETHING: 17
ocorrencias de SOMETIMES: 60
ocorrencias de SOMEWHAT: 5
ocorrencias de SON: 19
ocorrencias de SONG: 1
ocorrencias de SONGS: 3
ocorrencias de SOON: 71
ocorrencias de SOONER: 4
ocorrencias de SOOTHE: 4
ocorrencias de SOOTHED: 5
ocorrencias de SOOTHING: 4
ocorrencias de SOPHISMS: 1
ocorrencias de SORROW: 15
ocorrencias de SORROWFUL: 7
ocorrencias de SORROWING: 1
ocorrencias de SORROWS: 7
ocorrencias de SORRY: 3
ocorrencias de SOUGHT: 18
ocorrencias de SOUL: 38
ocorrencias de SOULS: 2
ocorrencias de SOUND: 22
ocorrencias de SOUNDED: 1
ocorrencias de SOUNDING: 1
ocorrencias de SOUNDLY: 1
ocorrencias de SOUNDS: 16
ocorrencias de SOUP: 1
ocorrencias de SOURCE: 5
ocorrencias de SOURCES: 2
ocorrencias de SOUTH: 6
ocorrencias de SOUTHERN: 3
ocorrencias de SOUTHWARDS: 3
ocorrencias de SOUTHWESTERLY: 1
ocorrencias de SPACE: 3
ocorrencias de SPANISH: 1
ocorrencias de SPARE: 3
ocorrencias de SPARED: 5
ocorrencias de SPARK: 3
ocorrencias de SPARKLED: 3
ocorrencias de SPARROW: 1
ocorrencias de SPEAK: 15
ocorrencias de SPEAKER: 1
ocorrencias de SPEAKING: 2
ocorrencias de SPEAKS: 2
ocorrencias de SPECIAL: 1
ocorrencias de SPECIES: 11
ocorrencias de SPECIFIC: 1
ocorrencias de SPECIFIED: 2
ocorrencias de SPECIMEN: 1
ocorrencias de SPECK: 1
ocorrencias de SPECKED: 1
ocorrencias de SPECTACLE: 1
ocorrencias de SPECTATORS: 1
ocorrencias de SPECTRE: 3
ocorrencias de SPECULATION: 1
ocorrencias de SPECULATIONS: 1
ocorrencias de SPEECH: 8
ocorrencias de SPEECHLESS: 1
ocorrencias de SPEED: 7
ocorrencias de SPEEDILY: 7
ocorrencias de SPEEDY: 1
ocorrencias de SPEND: 6
ocorrencias de SPENT: 25
ocorrencias de SPHERE: 1
ocorrencias de SPIRE: 1
ocorrencias de SPIRES: 1
ocorrencias de SPIRIT: 34
ocorrencias de SPIRITS: 31
ocorrencias de SPITE: 4
ocorrencias de SPLENDOUR: 1
ocorrencias de SPLINTERED: 1
ocorrencias de SPLIT: 2
ocorrencias de SPOILED: 1
ocorrencias de SPOILER: 1
ocorrencias de SPOKE: 25
ocorrencias de SPOKEN: 3
ocorrencias de SPORT: 3
ocorrencias de SPORTIVENESS: 1
ocorrencias de SPOT: 20
ocorrencias de SPOTS: 1
ocorrencias de SPOUT: 1
ocorrencias de SPRANG: 4
ocorrencias de SPREAD: 4
ocorrencias de SPREADING: 1
ocorrencias de SPRING: 12
ocorrencias de SPRINGING: 1
ocorrencias de SPRINGS: 1
ocorrencias de SPRUNG: 2
ocorrencias de SPURN: 2
ocorrencias de SPURNED: 4
ocorrencias de SPURRED: 1
ocorrencias de SQUALID: 2
ocorrencias de SQUALIDNESS: 2
ocorrencias de SQUAT: 1
ocorrencias de ST: 6
ocorrencias de STAFF: 1
ocorrencias de STAG: 1
ocorrencias de STAGE: 1
ocorrencias de STAGECOACH: 1
ocorrencias de STAGES: 1
ocorrencias de STAGGERED: 1
ocorrencias de STAIRCASE: 1
ocorrencias de STAIRS: 1
ocorrencias de STAMP: 1
ocorrencias de STAND: 2
ocorrencias de STANDARD: 1
ocorrencias de STANDING: 3
ocorrencias de STAR: 2
ocorrencias de STARE: 1
ocorrencias de STARED: 1
ocorrencias de STARRY: 1
ocorrencias de STARS: 11
ocorrencias de START: 3
ocorrencias de STARTED: 6
ocorrencias de STARTING: 1
ocorrencias de STARTLED: 2
ocorrencias de STARVATION: 2
ocorrencias de STATE: 30
ocorrencias de STATED: 1
ocorrencias de STATELY: 2
ocorrencias de STATEMENT: 1
ocorrencias de STATEMENTS: 1
ocorrencias de STATES: 15
ocorrencias de STATION: 2
ocorrencias de STATURE: 7
ocorrencias de STATUS: 4
ocorrencias de STAY: 5
ocorrencias de STAYED: 2
ocorrencias de STEADILY: 1
ocorrencias de STEADY: 2
ocorrencias de STEAL: 1
ocorrencias de STEALTH: 1
ocorrencias de STEEL: 1
ocorrencias de STEEP: 1
ocorrencias de STEEPLE: 3
ocorrencias de STEEPLES: 1
ocorrencias de STEERED: 1
ocorrencias de STEP: 7
ocorrencias de STEPPED: 2
ocorrencias de STEPS: 19
ocorrencias de STICK: 1
ocorrencias de STIFF: 1
ocorrencias de STIFLE: 2
ocorrencias de STIGMA: 1
ocorrencias de STILL: 68
ocorrencias de STILLNESS: 2
ocorrencias de STIMULATED: 1
ocorrencias de STIMULUS: 1
ocorrencias de STING: 4
ocorrencias de STINGS: 1
ocorrencias de STIR: 1
ocorrencias de STIRRED: 3
ocorrencias de STOCK: 3
ocorrencias de STOLE: 4
ocorrencias de STOLEN: 1
ocorrencias de STONE: 2
ocorrencias de STONES: 4
ocorrencias de STONY: 2
ocorrencias de STOOD: 10
ocorrencias de STOP: 1
ocorrencias de STOPPED: 3
ocorrencias de STOPPING: 1
ocorrencias de STORE: 3
ocorrencias de STORED: 1
ocorrencias de STORES: 1
ocorrencias de STORM: 10
ocorrencias de STORY: 13
ocorrencias de STOVE: 1
ocorrencias de STRAIGHT: 1
ocorrencias de STRAIN: 2
ocorrencias de STRAINED: 1
ocorrencias de STRANGE: 32
ocorrencias de STRANGELY: 4
ocorrencias de STRANGER: 22
ocorrencias de STRANGERS: 4
ocorrencias de STRANGEST: 1
ocorrencias de STRANGLED: 2
ocorrencias de STRASBURGH: 4
ocorrencias de STRAW: 8
ocorrencias de STREAM: 7
ocorrencias de STREAMED: 2
ocorrencias de STREAMS: 3
ocorrencias de STREET: 3
ocorrencias de STREETS: 6
ocorrencias de STRENGTH: 15
ocorrencias de STRENGTHENED: 1
ocorrencias de STRENUOUSLY: 1
ocorrencias de STRETCH: 1
ocorrencias de STRETCHED: 8
ocorrencias de STREWED: 2
ocorrencias de STRICT: 1
ocorrencias de STRIFE: 1
ocorrencias de STRIVE: 1
ocorrencias de STRIVING: 1
ocorrencias de STRONG: 7
ocorrencias de STRONGER: 1
ocorrencias de STRONGLY: 8
ocorrencias de STROVE: 3
ocorrencias de STRUCK: 10
ocorrencias de STRUCTURE: 4
ocorrencias de STRUGGLE: 4
ocorrencias de STRUGGLED: 5
ocorrencias de STUDENT: 3
ocorrencias de STUDENTS: 1
ocorrencias de STUDIED: 5
ocorrencias de STUDIES: 12
ocorrencias de STUDY: 19
ocorrencias de STUDYING: 2
ocorrencias de STUFF: 1
ocorrencias de STUMP: 1
ocorrencias de STUPENDOUS: 3
ocorrencias de STUPID: 1
ocorrencias de STY: 2
ocorrencias de STYLE: 1
ocorrencias de SUBDUE: 1
ocorrencias de SUBDUED: 3
ocorrencias de SUBDUING: 1
ocorrencias de SUBJECT: 18
ocorrencias de SUBJECTS: 5
ocorrencias de SUBLIME: 7
ocorrencias de SUBMISSION: 1
ocorrencias de SUBMIT: 1
ocorrencias de SUBSCRIBE: 1
ocorrencias de SUBSCRIBED: 1
ocorrencias de SUBSEQUENT: 2
ocorrencias de SUBSIST: 1
ocorrencias de SUBSISTED: 2
ocorrencias de SUBSISTENCE: 1
ocorrencias de SUBSTANCE: 3
ocorrencias de SUCCEED: 6
ocorrencias de SUCCEEDED: 8
ocorrencias de SUCCESS: 12
ocorrencias de SUCCESSFULLY: 1
ocorrencias de SUCCESSION: 1
ocorrencias de SUCCESSIVE: 1
ocorrencias de SUCCESSORS: 1
ocorrencias de SUCCOUR: 2
ocorrencias de SUCH: 93
ocorrencias de SUDDEN: 8
ocorrencias de SUDDENLY: 26
ocorrencias de SUFFER: 11
ocorrencias de SUFFERED: 21
ocorrencias de SUFFERER: 2
ocorrencias de SUFFERING: 5
ocorrencias de SUFFERINGS: 14
ocorrencias de SUFFICE: 1
ocorrencias de SUFFICIENCY: 1
ocorrencias de SUFFICIENT: 20
ocorrencias de SUFFICIENTLY: 3
ocorrencias de SUFFOCATED: 2
ocorrencias de SUGGESTED: 2
ocorrencias de SUGGESTION: 2
ocorrencias de SUICIDE: 1
ocorrencias de SUIT: 1
ocorrencias de SUITED: 2
ocorrencias de SULLEN: 2
ocorrencias de SUM: 5
ocorrencias de SUMMER: 8
ocorrencias de SUMMERS: 1
ocorrencias de SUMMIT: 8
ocorrencias de SUMMITS: 5
ocorrencias de SUMMONED: 1
ocorrencias de SUN: 45
ocorrencias de SUNDAY: 1
ocorrencias de SUNK: 9
ocorrencias de SUNLIGHT: 1
ocorrencias de SUNNY: 1
ocorrencias de SUNRISE: 1
ocorrencias de SUNSET: 2
ocorrencias de SUNSHINE: 4
ocorrencias de SUPERFLUOUS: 1
ocorrencias de SUPERHUMAN: 1
ocorrencias de SUPERIOR: 10
ocorrencias de SUPERIORS: 1
ocorrencias de SUPERNATURAL: 4
ocorrencias de SUPERSCRIPTION: 1
ocorrencias de SUPERSTITION: 1
ocorrencias de SUPPLE: 2
ocorrencias de SUPPLIANT: 1
ocorrencias de SUPPLICATION: 1
ocorrencias de SUPPLIED: 2
ocorrencias de SUPPLY: 3
ocorrencias de SUPPORT: 17
ocorrencias de SUPPORTED: 5
ocorrencias de SUPPOSE: 7
ocorrencias de SUPPOSED: 10
ocorrencias de SUPPOSING: 2
ocorrencias de SUPPOSITION: 2
ocorrencias de SUPPRESS: 2
ocorrencias de SUPPRESSED: 1
ocorrencias de SUPPRESSING: 1
ocorrencias de SUPREME: 2
ocorrencias de SURE: 3
ocorrencias de SURELY: 12
ocorrencias de SURFACE: 2
ocorrencias de SURGEON: 1
ocorrencias de SURMOUNT: 2
ocorrencias de SURMOUNTED: 1
ocorrencias de SURMOUNTING: 1
ocorrencias de SURPASSED: 1
ocorrencias de SURPASSING: 2
ocorrencias de SURPRISE: 9
ocorrencias de SURPRISED: 13
ocorrencias de SURPRISING: 2
ocorrencias de SURROUND: 4
ocorrencias de SURROUNDED: 18
ocorrencias de SURROUNDING: 2
ocorrencias de SURVIVE: 6
ocorrencias de SURVIVING: 1
ocorrencias de SURVIVORS: 2
ocorrencias de SUSCEPTIBLE: 2
ocorrencias de SUSPECT: 2
ocorrencias de SUSPENDED: 2
ocorrencias de SUSPENSE: 4
ocorrencias de SUSPICION: 4
ocorrencias de SUSPICIONS: 1
ocorrencias de SUSPICIOUS: 1
